"","treatment","age","gender","ethnicity","ethnicity_akan","ethnicity_ewe","ethnicity_ga","higheducation","employed","tmonthlyincome","log_tmonthlyincome","church_daily","church_weekly","pray_multiple","revival","wave","church_name_raw","church_name_grouped","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","choice_keep_church","choice_keep_thanks","choice_keep_street","Tinsurance","Tinsuranceinfo","Tnoinsurance"
"115","Insurance",23,"Female","Other",0,0,0,"0","0",15.7441555378678,2.75646921944478,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,"1","0","0"
"116","Insurance",41,"Female","Other",0,0,0,"0","1",141.69739984081,4.953693796781,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,"1","0","0"
"117","Insurance information",39,"Female","Other",0,0,0,"0","1",409.348043984563,6.01456575746626,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.578947368421053,0.578947368421053,"0","1","0"
"118","Insurance information",52,"Female","Other",0,0,0,"0","1",346.371421833092,5.84751167280309,"1","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.368421052631579,0.526315789473684,0.368421052631579,"0","1","0"
"119","Insurance information",27,"Female","Other",0,0,0,"1","1",661.254532590448,6.49413883772814,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,"0","1","0"
"120","Insurance information",54,"Female","Other",0,0,0,"0","1",78.7207776893391,4.36590713187888,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.526315789473684,0.736842105263158,"0","1","0"
"121","Insurance information",25,"Female","Other",0,0,0,"0","1",409.348043984563,6.01456575746626,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,"0","1","0"
"122","Insurance",40,"Female","Other",0,0,0,"1","1",598.277910438977,6.39405537917116,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,"1","0","0"
"123","Insurance information",70,"Female","Other",0,0,0,"0","0",47.2324666136034,3.85508150811289,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.894736842105263,0.894736842105263,0.526315789473684,"0","1","0"
"124","Insurance",18,"Female","Other",0,0,0,"0","0",78.7207776893391,4.36590713187888,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.631578947368421,0.526315789473684,0.526315789473684,"1","0","0"
"125","Insurance",39,"Female","Other",0,0,0,"1","1",598.277910438977,6.39405537917116,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.631578947368421,0.631578947368421,0.736842105263158,"1","0","0"
"126","Insurance information",21,"Female","Other",0,0,0,"0","1",110.209088765075,4.70237936850009,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.842105263157895,"0","1","0"
"127","Insurance information",29,"Female","Other",0,0,0,"1","0",299.138955219488,5.70090819861122,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.473684210526316,0.473684210526316,"0","1","0"
"128","Insurance information",35,"Female","Other",0,0,0,"0","0",173.185710916546,5.15436449224315,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,"0","1","0"
"129","Insurance information",62,"Female","Other",0,0,0,"0","0",0,0,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.789473684210526,0.789473684210526,"0","1","0"
"130","Insurance",19,"Female","Other",0,0,0,"0","0",0,0,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.631578947368421,0.210526315789474,0.368421052631579,"1","0","0"
"131","Insurance",29,"Female","Other",0,0,0,"0","1",78.7207776893391,4.36590713187888,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.368421052631579,0.421052631578947,0.105263157894737,"1","0","0"
"132","Insurance information",36,"Female","Other",0,0,0,"0","0",0,0,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.789473684210526,0.789473684210526,0.789473684210526,"0","1","0"
"133","Insurance information",23,"Male","Other",0,0,0,"0","0",0,0,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.368421052631579,0.526315789473684,0.368421052631579,"0","1","0"
"134","Insurance information",33,"Female","Other",0,0,0,"0","1",173.185710916546,5.15436449224315,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.473684210526316,"0","1","0"
"135","Insurance information",57,"Female","Other",0,0,0,"0","0",110.209088765075,4.70237936850009,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.789473684210526,"0","1","0"
"136","Insurance information",43,"Female","Other",0,0,0,"0","1",204.674021992282,5.32141857690631,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.578947368421053,0.736842105263158,0.578947368421053,"0","1","0"
"137","Insurance",29,"Male","Other",0,0,0,"0","1",204.674021992282,5.32141857690631,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.526315789473684,0.526315789473684,"1","0","0"
"138","Insurance information",58,"Male","Other",0,0,0,"0","1",141.69739984081,4.953693796781,"0","1","1","0","2","AoG Grace","AoG Grace",1,0,0,0,0,0,0,0,0,0,0.736842105263158,0.736842105263158,0.736842105263158,"0","1","0"
"139","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.363636363636364,0.454545454545455,"0","1","0"
"140","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,0.545454545454545,0.545454545454545,"0","1","0"
"141","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.181818181818182,0.363636363636364,"0","1","0"
"142","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.181818181818182,0.181818181818182,"0","1","0"
"143","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.272727272727273,0.727272727272727,"0","1","0"
"144","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.272727272727273,0.181818181818182,"0","1","0"
"145","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0,0.454545454545455,0,"0","1","0"
"146","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.636363636363636,"0","1","0"
"147","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.727272727272727,0.454545454545455,0.636363636363636,"0","1","0"
"148","Insurance information",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.727272727272727,0.181818181818182,"0","1","0"
"149","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,"1","0","0"
"150","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.363636363636364,0.363636363636364,"1","0","0"
"151","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.0909090909090909,0.909090909090909,0.181818181818182,"1","0","0"
"152","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.272727272727273,0.636363636363636,"1","0","0"
"153","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.454545454545455,0.363636363636364,"1","0","0"
"154","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.636363636363636,0.454545454545455,0.545454545454545,"1","0","0"
"155","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0,0.636363636363636,0.454545454545455,"1","0","0"
"156","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0.545454545454545,"1","0","0"
"157","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0,0.636363636363636,"1","0","0"
"158","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.363636363636364,0.454545454545455,"1","0","0"
"159","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,1,"1","0","0"
"160","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.181818181818182,0.636363636363636,"1","0","0"
"161","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.272727272727273,"1","0","0"
"162","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,"1","0","0"
"163","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.454545454545455,0.545454545454545,"1","0","0"
"164","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.0909090909090909,0,"1","0","0"
"165","Insurance",40,"Male","Ewe",0,1,0,"0","0",110,4.70048046112061,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.545454545454545,"1","0","0"
"166","Insurance",40,"Male","Akan",1,0,0,"1","1",425,6.05208921432495,"0","1","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.363636363636364,0.545454545454545,"1","0","0"
"167","Insurance",27,"Female","Other",0,0,0,"0","1",175,5.16478586196899,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.0909090909090909,0.0909090909090909,"1","0","0"
"168","Insurance",29,"Female","Akan",1,0,0,"1","1",180,5.19295692443848,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.363636363636364,0.363636363636364,"1","0","0"
"169","Insurance",32,"Male","Other",0,0,0,"0","1",900,6.80239486694336,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.272727272727273,"1","0","0"
"170","Insurance",32,"Female","Ga Adangbe",0,0,1,"0","1",NA,NA,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0"
"171","Insurance",41,"Male","Ewe",0,1,0,"0","1",325,5.78382539749146,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.727272727272727,0.727272727272727,"1","0","0"
"172","Insurance",32,"Female","Akan",1,0,0,"0","1",68,4.21950769424438,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0,0.363636363636364,0.636363636363636,"1","0","0"
"173","Insurance",40,"Male","Other",0,0,0,"0","1",175,5.16478586196899,"0","0","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,0.0909090909090909,"1","0","0"
"174","Insurance",47,"Female","Akan",1,0,0,"0","1",180,5.19295692443848,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,"1","0","0"
"175","Insurance",25,"Female","Akan",1,0,0,"0","1",500,6.21460819244385,"1","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.0909090909090909,0.272727272727273,0.545454545454545,"1","0","0"
"176","Insurance",36,"Female","Akan",1,0,0,"0","1",380,5.94017124176025,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0.727272727272727,0.636363636363636,"1","0","0"
"177","Insurance",43,"Male","Akan",1,0,0,"0","1",550,6.30991840362549,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.0909090909090909,0.545454545454545,"1","0","0"
"178","Insurance",26,"Male","Akan",1,0,0,"0","0",NA,NA,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.181818181818182,"1","0","0"
"179","Insurance",42,"Female","Ewe",0,1,0,"0","0",30,3.40119743347168,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.454545454545455,"1","0","0"
"180","Insurance",22,"Male","Ewe",0,1,0,"0","0",220,5.39362764358521,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,0.454545454545455,"1","0","0"
"181","Insurance",45,"Male","Ewe",0,1,0,"0","1",475,6.16331481933594,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.272727272727273,"1","0","0"
"182","Insurance",45,"Male","Akan",1,0,0,"0","1",500,6.21460819244385,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.0909090909090909,0.272727272727273,0.181818181818182,"1","0","0"
"183","Insurance",33,"Female","Other",0,0,0,"0","0",900,6.80239486694336,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.909090909090909,"1","0","0"
"184","Insurance",36,"Male","Akan",1,0,0,"0","1",275,5.61677122116089,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0.181818181818182,0.181818181818182,"1","0","0"
"185","Insurance",35,"Female","Other",0,0,0,"0","1",475,6.16331481933594,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.181818181818182,"1","0","0"
"186","Insurance",52,"Female","Other",0,0,0,"1","1",500,6.21460819244385,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.181818181818182,0.181818181818182,0.545454545454545,"1","0","0"
"187","Insurance",39,"Female","Ewe",0,1,0,"0","1",500,6.21460819244385,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.272727272727273,"1","0","0"
"188","Insurance",33,"Female","Ga Adangbe",0,0,1,"0","1",70,4.24849510192871,"1","1","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.454545454545455,0.272727272727273,"1","0","0"
"189","Insurance",51,"Male","Akan",1,0,0,"1","1",500,6.21460819244385,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,1,"1","0","0"
"190","Insurance",43,"Male","Other",0,0,0,"0","0",500,6.21460819244385,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,1,"1","0","0"
"191","Insurance",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.727272727272727,0.727272727272727,0.454545454545455,"1","0","0"
"192","Insurance information",31,"Female","Ewe",0,1,0,"0","1",175,5.16478586196899,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.454545454545455,"0","1","0"
"193","Insurance information",19,"Female","Other",0,0,0,"0","0",NA,NA,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.363636363636364,0.363636363636364,"0","1","0"
"194","Insurance information",26,"Female","Akan",1,0,0,"0","0",180,5.19295692443848,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,1,"0","1","0"
"195","Insurance information",39,"Female","Akan",1,0,0,"0","1",175,5.16478586196899,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,1,"0","1","0"
"196","Insurance information",27,"Male","Akan",1,0,0,"0","0",260,5.56068181991577,"1","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.363636363636364,0.181818181818182,0.363636363636364,"0","1","0"
"197","Insurance information",48,"Female","Akan",1,0,0,"1","0",110,4.70048046112061,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.181818181818182,0.636363636363636,"0","1","0"
"198","Insurance information",24,"Female","Other",0,0,0,"0","0",75,4.31748819351196,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.727272727272727,0.727272727272727,0.727272727272727,"0","1","0"
"199","Insurance information",32,"Female","Other",0,0,0,"1","1",220,5.39362764358521,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,1,"0","1","0"
"200","Insurance information",20,"Male","Ewe",0,1,0,"0","0",30,3.40119743347168,"0","1","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.272727272727273,0.545454545454545,"0","1","0"
"201","Insurance information",58,"Male","Other",0,0,0,"1","1",1050,6.95654535293579,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.363636363636364,0.363636363636364,"0","1","0"
"202","Insurance information",20,"Female","Ewe",0,1,0,"0","1",175,5.16478586196899,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,0.909090909090909,"0","1","0"
"203","Insurance information",37,"Female","Akan",1,0,0,"0","1",30,3.40119743347168,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.181818181818182,"0","1","0"
"204","Insurance information",45,"Female","Ewe",0,1,0,"0","1",220,5.39362764358521,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,"0","1","0"
"205","Insurance information",38,"Female","Ewe",0,1,0,"0","1",375,5.92692613601685,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.818181818181818,0.454545454545455,0.454545454545455,"0","1","0"
"206","Insurance information",37,"Male","Akan",1,0,0,"1","1",1050,6.95654535293579,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,1,1,1,"0","1","0"
"207","Insurance information",65,"Male","Akan",1,0,0,"1","0",950,6.85646200180054,"1","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,0.454545454545455,"0","1","0"
"208","Insurance information",20,"Female","Ewe",0,1,0,"0","0",68,4.21950769424438,"0","0","0","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.727272727272727,0.818181818181818,0.727272727272727,"0","1","0"
"209","Insurance information",33,"Female","Akan",1,0,0,"0","1",68,4.21950769424438,"0","1","1","0","1","AoG Shammah","AoG Shammah",0,1,0,0,0,0,0,0,0,0,0.636363636363636,0.272727272727273,0.272727272727273,"0","1","0"
"210","Insurance",38,"Female","Ewe",0,1,0,"0","0",68,4.21950769424438,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,1,0.181818181818182,0.727272727272727,"1","0","0"
"211","Insurance",64,"Female","Ga Adangbe",0,0,1,"0","1",68,4.21950769424438,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.272727272727273,0.272727272727273,0.272727272727273,"1","0","0"
"212","Insurance",32,"Male","Other",0,0,0,"1","1",550,6.30991840362549,"0","0","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.454545454545455,"1","0","0"
"213","Insurance",23,"Female","Akan",1,0,0,"0","0",68,4.21950769424438,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.0909090909090909,0.818181818181818,0.0909090909090909,"1","0","0"
"214","Insurance",25,"Male","Other",0,0,0,"0","0",175,5.16478586196899,"1","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0"
"215","Insurance",43,"Male","Other",0,0,0,"0","1",275,5.61677122116089,"0","1","0","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,1,0.545454545454545,0.545454545454545,"1","0","0"
"216","Insurance",25,"Male","Ga Adangbe",0,0,1,"1","0",180,5.19295692443848,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.454545454545455,"1","0","0"
"217","Insurance",25,"Male","Ga Adangbe",0,0,1,"0","0",70,4.24849510192871,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.454545454545455,"1","0","0"
"218","Insurance",24,"Male","Other",0,0,0,"1","0",70,4.24849510192871,"0","1","0","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,1,1,1,"1","0","0"
"219","Insurance",41,"Male","Ga Adangbe",0,0,1,"1","1",1050,6.95654535293579,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.454545454545455,0.545454545454545,"1","0","0"
"220","Insurance",55,"Male","Ga Adangbe",0,0,1,"1","1",1050,6.95654535293579,"0","0","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.545454545454545,"1","0","0"
"221","Insurance",43,"Male","Akan",1,0,0,"1","1",950,6.85646200180054,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.727272727272727,0.818181818181818,0.727272727272727,"1","0","0"
"222","Insurance",52,"Female","Ewe",0,1,0,"0","1",175,5.16478586196899,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.545454545454545,0.545454545454545,"1","0","0"
"223","Insurance",38,"Male","Other",0,0,0,"0","1",900,6.80239486694336,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,1,1,1,"1","0","0"
"224","Insurance",19,"Female","Ewe",0,1,0,"0","0",68,4.21950769424438,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.818181818181818,0.545454545454545,0.636363636363636,"1","0","0"
"225","Insurance",43,"Male","Akan",1,0,0,"0","1",1050,6.95654535293579,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.545454545454545,"1","0","0"
"226","Insurance information",32,"Female","Ga Adangbe",0,0,1,"0","1",180,5.19295692443848,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.727272727272727,0.727272727272727,1,"0","1","0"
"227","Insurance information",22,"Male","Akan",1,0,0,"1","0",275,5.61677122116089,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.545454545454545,0.727272727272727,"0","1","0"
"228","Insurance information",48,"Female","Ga Adangbe",0,0,1,"0","1",550,6.30991840362549,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.545454545454545,0.454545454545455,0.545454545454545,"0","1","0"
"229","Insurance information",54,"Female","Akan",1,0,0,"1","1",550,6.30991840362549,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.636363636363636,0.727272727272727,0.545454545454545,"0","1","0"
"230","Insurance information",46,"Female","Ga Adangbe",0,0,1,"0","1",500,6.21460819244385,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.454545454545455,0.727272727272727,1,"0","1","0"
"231","Insurance information",28,"Female","Ewe",0,1,0,"0","1",900,6.80239486694336,"0","1","1","0","1","AoG Sanctuary","AoG Sanctuary",0,0,1,0,0,0,0,0,0,0,0.363636363636364,0.363636363636364,0.181818181818182,"0","1","0"
